# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTRES-CENSUS line>
F	UFDTLIRA/20200306-Kanig/spark2014bench/S730-045__dic_with_discrs__use_test.adb_4_4_default_initial_condition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #1387 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast
C	UFDTLIRA/20200306-Kanig/spark2014bench/S730-045__dic_with_discrs__use_test.adb_4_4_default_initial_condition___00.smt2	24	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/S903-010__flow_eq__x.adb_210_19_assert___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	2	DTRES-CENSUS narrow_sites=10 wide_sites=17 narrow_pairs=8 wide_pairs=17 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=10 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	2	DTRES-CENSUS narrow_sites=27 wide_sites=44 narrow_pairs=51 wide_pairs=115 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=7 other=20 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	8	DTRES-CENSUS narrow_sites=6 wide_sites=10 narrow_pairs=2 wide_pairs=4 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=6 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	4	DTRES-CENSUS narrow_sites=7 wide_sites=14 narrow_pairs=9 wide_pairs=18 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=7 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	28	DTRES-CENSUS narrow_sites=2 wide_sites=4 narrow_pairs=1 wide_pairs=2 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=6 narrow_pairs=3 wide_pairs=6 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	6	DTRES-CENSUS narrow_sites=5 wide_sites=7 narrow_pairs=6 wide_pairs=7 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=8 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	2	DTRES-CENSUS narrow_sites=7 wide_sites=10 narrow_pairs=9 wide_pairs=12 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=8 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SA17-025__separate__pack.adb_12_22_assert___00.smt2	unsat	none
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA17-025__separate__pack.adb_12_22_assert___00.smt2	1	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA17-025__separate__pack.adb_12_22_assert___00.smt2	1	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA17-025__separate__pack.adb_12_22_assert___00.smt2	1	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=47 wide_sites=50 narrow_pairs=211 wide_pairs=214 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=32 sym_inexact=0 ctor_exact=10 ctor_inexact=6 apply_exact=0 apply_inexact=0 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=53 wide_sites=60 narrow_pairs=358 wide_pairs=379 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=28 sym_inexact=0 ctor_exact=12 ctor_inexact=6 apply_exact=0 apply_inexact=3 other=4 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	16	DTRES-CENSUS narrow_sites=8 wide_sites=10 narrow_pairs=9 wide_pairs=10 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=3 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=92 wide_sites=117 narrow_pairs=980 wide_pairs=1280 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=44 sym_inexact=0 ctor_exact=12 ctor_inexact=6 apply_exact=0 apply_inexact=3 other=31 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	3	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	16	DTRES-CENSUS narrow_sites=24 wide_sites=51 narrow_pairs=171 wide_pairs=522 dtres_funcs=2 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=5 ctor_inexact=19 apply_exact=2 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=26 wide_sites=53 narrow_pairs=173 wide_pairs=524 dtres_funcs=2 dtres_inexact=1 dtres_nondt=0 sym_exact=5 sym_inexact=0 ctor_exact=5 ctor_inexact=19 apply_exact=2 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	8	DTRES-CENSUS narrow_sites=56 wide_sites=91 narrow_pairs=1276 wide_pairs=1871 dtres_funcs=2 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=4 ctor_inexact=24 apply_exact=2 apply_inexact=27 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	4	DTRES-CENSUS narrow_sites=58 wide_sites=93 narrow_pairs=1277 wide_pairs=1872 dtres_funcs=2 dtres_inexact=1 dtres_nondt=0 sym_exact=5 sym_inexact=0 ctor_exact=5 ctor_inexact=24 apply_exact=2 apply_inexact=27 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	1	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	6	DTRES-CENSUS narrow_sites=17 wide_sites=20 narrow_pairs=38 wide_pairs=41 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=4 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=11 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	8	DTRES-CENSUS narrow_sites=5 wide_sites=7 narrow_pairs=2 wide_pairs=3 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	6	DTRES-CENSUS narrow_sites=8 wide_sites=10 narrow_pairs=11 wide_pairs=12 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=4 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=4 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=14 wide_sites=17 narrow_pairs=43 wide_pairs=46 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=12 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=18 wide_sites=21 narrow_pairs=81 wide_pairs=84 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=16 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=25 wide_sites=28 narrow_pairs=234 wide_pairs=237 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=20 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=31 wide_sites=34 narrow_pairs=249 wide_pairs=252 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=26 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	8	DTRES-CENSUS narrow_sites=8 wide_sites=11 narrow_pairs=16 wide_pairs=19 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=8 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=12 wide_sites=15 narrow_pairs=30 wide_pairs=33 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=10 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=14 wide_sites=17 narrow_pairs=43 wide_pairs=46 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=12 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=19 wide_sites=22 narrow_pairs=123 wide_pairs=126 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=14 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	8	DTRES-CENSUS narrow_sites=2 wide_sites=3 narrow_pairs=1 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=2 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=25 wide_sites=28 narrow_pairs=138 wide_pairs=141 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=20 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
