id	crate	file	line	test	generator	iterations	box	property	counterexample_class	concrete_instance	reachable	reason	method	notes	disposition
R363	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	NRA irrational root x*x=2 (algebraic witness through the loop)	(or (= (+ x*x -2) 0) ...)	no	no instance of the sweep carries a single-square Eq atom with a non-square constant; the clause loop is never handed an equation whose only witness is irrational	ran hits=0/1500 seed=0..1500	probability: the same shape appears once in the single-cell sweep with a different seed xor	structural-open
R364	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	NRA product of three distinct variables	1*x*y*z	yes		ran hits=342/1500 seed=0..1500		n/a
R365	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	RealDiv by constant zero inside a disjunction	(or (> (/ x 0) 1) (> y 5))	no	divisor None on every atom; covered by the fixed-example test clause_loop_never_refutes_a_division_by_constant_zero	read		structural-open
R366	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	genuine disjunction (width>=2 clause)	(or a0 a1)	yes	forced when atoms>=2; 15/1500 single-atom instances stay conjunctive	ran hits=1485/1500 seed=0..1500		n/a
R367	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1939	algebraic_witness_differential_fuzz_disagree_zero	lcg	ALGEBRAIC_WITNESS_INSTANCES=1200 (Lcg::new(seed ^ 0x2134_0916_a19e_b7c3))	vars 1..=2 (2 vars half the time with a linear atom x0 + k, k -4..=4, cmp >=|<=); forcing atom v*v = c with c in {2,3,5,6,7,8,10,11}; 1..=2 sign atoms q*v^d + p with d 1..=3, q 1..=5, p -6..=6, cmp in {<,<=,>,>=}	algebraic_witness_decide_for_testing verdict == z3; Sat replays; algebraic_models>0; decided>0	NRA irrational root (x*x=c non-square)	v*v + -2 = 0	yes	forcing atom on every instance (line 428-441)	read	ran 1200/1200; c uniform over the 8 non-squares (150 each); two_vars 600/1200	n/a
R368	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1939	algebraic_witness_differential_fuzz_disagree_zero	lcg	ALGEBRAIC_WITNESS_INSTANCES=1200 (Lcg::new(seed ^ 0x2134_0916_a19e_b7c3))	vars 1..=2 (2 vars half the time with a linear atom x0 + k, k -4..=4, cmp >=|<=); forcing atom v*v = c with c in {2,3,5,6,7,8,10,11}; 1..=2 sign atoms q*v^d + p with d 1..=3, q 1..=5, p -6..=6, cmp in {<,<=,>,>=}	algebraic_witness_decide_for_testing verdict == z3; Sat replays; algebraic_models>0; decided>0	NRA cube / odd degree sign atom at the algebraic point	3*v*v*v + -5 > 0 with v = sqrt(c)	yes	sign atom degree 1..=3	ran hits=525/1200 seed=0..1200		n/a
R369	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1939	algebraic_witness_differential_fuzz_disagree_zero	lcg	ALGEBRAIC_WITNESS_INSTANCES=1200 (Lcg::new(seed ^ 0x2134_0916_a19e_b7c3))	vars 1..=2 (2 vars half the time with a linear atom x0 + k, k -4..=4, cmp >=|<=); forcing atom v*v = c with c in {2,3,5,6,7,8,10,11}; 1..=2 sign atoms q*v^d + p with d 1..=3, q 1..=5, p -6..=6, cmp in {<,<=,>,>=}	algebraic_witness_decide_for_testing verdict == z3; Sat replays; algebraic_models>0; decided>0	NRA square with negative RHS	v*v + 1 = 0	no	NON_SQUARES are all positive (line 403) and the forcing atom is `num: -c` so the RHS is always a positive non-square; the class is outside this route's purpose (a negative c would be trivially unsat) but the route never sees it	read		structural-open
R370	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1939	algebraic_witness_differential_fuzz_disagree_zero	lcg	ALGEBRAIC_WITNESS_INSTANCES=1200 (Lcg::new(seed ^ 0x2134_0916_a19e_b7c3))	vars 1..=2 (2 vars half the time with a linear atom x0 + k, k -4..=4, cmp >=|<=); forcing atom v*v = c with c in {2,3,5,6,7,8,10,11}; 1..=2 sign atoms q*v^d + p with d 1..=3, q 1..=5, p -6..=6, cmp in {<,<=,>,>=}	algebraic_witness_decide_for_testing verdict == z3; Sat replays; algebraic_models>0; decided>0	NRA product of two DISTINCT variables coupling the rational coordinate to the algebraic one	x*v + -1 = 0 with v*v = 2	no	every monomial is a power of ONE variable: `factors: vec![last; degree]`, `vec![last,last]`, `vec![0]` (lines 410-465); the two-variable instances couple x0 and v only through separate single-variable atoms, so the `last coordinate only` restriction is never stressed by a genuine cross term	read		structural-open
R371	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1939	algebraic_witness_differential_fuzz_disagree_zero	lcg	ALGEBRAIC_WITNESS_INSTANCES=1200 (Lcg::new(seed ^ 0x2134_0916_a19e_b7c3))	vars 1..=2 (2 vars half the time with a linear atom x0 + k, k -4..=4, cmp >=|<=); forcing atom v*v = c with c in {2,3,5,6,7,8,10,11}; 1..=2 sign atoms q*v^d + p with d 1..=3, q 1..=5, p -6..=6, cmp in {<,<=,>,>=}	algebraic_witness_decide_for_testing verdict == z3; Sat replays; algebraic_models>0; decided>0	NRA product of three variables	x*y*v	no	at most 2 variables and no cross terms	read		structural-open
R372	axeyum-solver	crates/axeyum-solver/tests/online_string_front_door_fuzz.rs	238	online_string_front_door_fuzz_disagree_zero/a	lcg	INSTANCES=1500	INSTANCES=1500; ALPHABET=b"ab" via below(2); literal length 1+below(3) = 1..=3; vars 2..=4; asserts 2..=4; leaves 1..=3 joined by or/and; expr depth 2 (str.++); atoms (=)/(not (=)) 2:1	solve_smtlib front-door verdict on Boolean word scripts == system z3 verdict	the EMPTY string literal	(assert (or (= x0 "") (= x1 "a")))	no	gen_literal length is 1 + rng.below(3) (line 73); "" never appears as a term	read		structural-open
R373	axeyum-solver	crates/axeyum-solver/tests/online_string_front_door_fuzz.rs	238	online_string_front_door_fuzz_disagree_zero/b	lcg	INSTANCES=1500	INSTANCES=1500; ALPHABET=b"ab" via below(2); literal length 1+below(3) = 1..=3; vars 2..=4; asserts 2..=4; leaves 1..=3 joined by or/and; expr depth 2 (str.++); atoms (=)/(not (=)) 2:1	solve_smtlib front-door verdict on Boolean word scripts == system z3 verdict	a literal with a REPEATED adjacent letter ("aa") and any \u{...} escape / > 0x7F code point	(= (str.++ x0 x0) "aa") ; (= x0 "\u{ff}")	no	same two-letter alphabet indexed by the alternating LCG low bit (line 76): measured 0/1500 scripts with a repeated adjacent letter, 1500/1500 multi-letter literals alternate; no escapes in the alphabet	ran hits=0/1500 seed=0..1499	or/and connective also alternates (fd_or 886 / fd_and 1309 over 1500 instances); 248/1500 instances are variable-free	fixed-lcg-mix
R374	axeyum-solver	crates/axeyum-solver/tests/pbls.rs	121	local_search_never_contradicts_the_eager_backend (#[ignore])	lcg	150 trials (xorshift 0x7AB1_C0DE_2468_1357); NOT run by default	2..=3 BitVec(4) vars; 3 ops from {add,sub,xor,and,or} over the pool; 1..=3 atoms eq/ult/ule between pool terms; 800 ms budget	local search never returns Unsat; a Sat model replays and the eager backend agrees; solves >= half of eager-sat	a constraint against a LITERAL at the width edge (all-ones / 0) and any Boolean structure (or/not) for the focused-OR scorer	v0 = #b1111; (v0 = 3) or (v1 = 5)	no	the pool contains no constants and the atoms are conjoined bare comparisons; no bv_const, no or/not is ever built; and the test is #[ignore]d so its box is exercised by nobody by default	read	the PB classes in the brief (cardinality, coefficient 0, RHS = sum) do not map onto this BV-term local search; its Int-sort path (src/pbls.rs tests) has only fixed examples	structural-open
R375	axeyum-solver	crates/axeyum-solver/tests/qf_dt_differential_fuzz.rs	262	qf_dt_differential_fuzz_disagree_zero/a	lcg	INSTANCES=1500	INSTANCES=1500; nullary ctors 2..=4; vars 2..=3; atoms 2..=5; atom kind by rng.flip(); neg by rng.flip() three calls later; ops and/or by consecutive rng.flip()	axeyum solve verdict == z3 verdict on enum QF_DT; >= INSTANCES/2 agreements	POSITIVE variable equality (congruence: v0 = v1 with testers pinning different constructors -> unsat)	(and (= v0 v1) ((_ is c0) v0) ((_ is c1) v1))	no	Atom::generate draws kind = flip() then two below() calls then neg = flip(); the LCG low bit alternates, so the neg draw has the opposite parity of the kind draw: Eq (kind flip = false) always gets neg = true; measured 750 negated equalities and 0 positive equalities	ran hits=0/1500 seed=0..1499	replica dt_replica.py	fixed-lcg-mix
R376	axeyum-solver	crates/axeyum-solver/tests/qf_dt_differential_fuzz.rs	262	qf_dt_differential_fuzz_disagree_zero/b	lcg	INSTANCES=1500	INSTANCES=1500; nullary ctors 2..=4; vars 2..=3; atoms 2..=5; atom kind by rng.flip(); neg by rng.flip() three calls later; ops and/or by consecutive rng.flip()	axeyum solve verdict == z3 verdict on enum QF_DT; >= INSTANCES/2 agreements	NEGATED tester (not (is-c v)) -- exactly-one-constructor reasoning from the negative side	(and (not ((_ is c0) v0)) (not ((_ is c1) v0))) with 2 ctors -> unsat	no	same parity argument: Test (kind flip = true) always gets neg = false; measured 750 positive testers and 0 negated testers	ran hits=0/1500 seed=0..1499	two positive testers of different ctors on one var (exclusivity) occur in 141 instances; the and/or chain alternates deterministically (na=2 instances are all 'and', all-or never occurs)	fixed-lcg-mix
R377	axeyum-solver	crates/axeyum-solver/tests/qf_dt_differential_fuzz.rs	262	qf_dt_differential_fuzz_disagree_zero/c	lcg	INSTANCES=1500	INSTANCES=1500; nullary ctors 2..=4; vars 2..=3; atoms 2..=5; atom kind by rng.flip(); neg by rng.flip() three calls later; ops and/or by consecutive rng.flip()	axeyum solve verdict == z3 verdict on enum QF_DT; >= INSTANCES/2 agreements	selector applied to the wrong constructor; recursive type at depth 0 / at the depth cap; mutual recursion; single-constructor datatype	(fa c) ; List = nil | cons(Bool, List) ; Enum with one constructor and v0 != v1	no	the datatype has nullary constructors only (add_constructor with &[] line 125) so no selector exists; num_ctors is 2..=4 (line 106) so the one-constructor degenerate enum is excluded; no field of datatype sort so no recursion	read	selectors are covered by qf_dt_selector_differential_fuzz; recursion by nothing in this slice	structural-open
R378	axeyum-solver	crates/axeyum-solver/tests/qf_dt_equality_differential_fuzz.rs	440	qf_dt_equality_differential_fuzz_disagree_zero/a	lcg	INSTANCES=1500	INSTANCES=1500; D = a(Bool) | b(E) | c over E = e0 | e1; vars 1..=3; atoms 2..=5 from 7 kinds (test/eq/readbool/readpayload/samectordiffer/pinA/pinC); neg = flip drawn BEFORE kind; ops and 3:1 (below(4)!=0)	axeyum solve verdict == z3 verdict on structural equality over a datatype-typed field	selector applied to a variable FORCED onto the wrong constructor (fa(v) with is-b(v) or v = c)	(and (fa v0) ((_ is c) v0))	yes	ReadBool/ReadPayload apply fa/fb to any var (lines 113-120) and Test/PinC/PinA force constructors; lower bound counted only over all-'and' instances: fa on a var forced to b/c in 2 instances, fb on a var forced to a/c in 7; or-structured instances add more	ran hits=2/1500 seed=0..1499	SameCtorDiffer is emitted deliberately (609/1500, each ctor ~230) so the ADR-1930 shape is dense	n/a
R379	axeyum-solver	crates/axeyum-solver/tests/qf_dt_equality_differential_fuzz.rs	440	qf_dt_equality_differential_fuzz_disagree_zero/b	lcg	INSTANCES=1500	INSTANCES=1500; D = a(Bool) | b(E) | c over E = e0 | e1; vars 1..=3; atoms 2..=5 from 7 kinds (test/eq/readbool/readpayload/samectordiffer/pinA/pinC); neg = flip drawn BEFORE kind; ops and 3:1 (below(4)!=0)	axeyum solve verdict == z3 verdict on structural equality over a datatype-typed field	RECURSIVE datatype (depth 0 nullary vs depth cap) and mutual recursion	List = nil | cons(head: Bool, tail: List) with (= x (cons true x)) -> unsat	no	D and E are fixed non-recursive declarations (D_CTORS/E_CTORS lines 45-46); D's field of sort E does not refer back to D, so no well-foundedness/occurs-check reasoning is exercised	read		structural-open
R380	axeyum-solver	crates/axeyum-solver/tests/qf_dt_selector_differential_fuzz.rs	408	qf_dt_selector_differential_fuzz_disagree_zero/a	lcg	INSTANCES=1500	INSTANCES=1500; D = a(fa: Bool) | b(fb: Bool) | c; vars 1..=3; atoms 2..=5 from 5 kinds (test/eq/selvar/selctor/eqctor); OPERANDS = c, a(true), a(false), b(true), b(false); FIELDED = [a,b]	axeyum solve verdict == z3 verdict on selector reads incl. the underspecified wrong-constructor read	selector applied to the WRONG constructor (explicit constructor application and a forced variable)	(fa c) ; (fa (b true)) ; (and (fa v0) (= v0 c))	yes	SelCtor draws operand and field ctor independently (lines 121-125): measured 528/1500 instances with a wrong-ctor read, 193 with a read off nullary c; SelVar + forced ctor present	ran hits=528/1500 seed=0..1499	both polarities of every atom kind occur (355..437 each); functional consistency of two wrong-ctor reads of the same term is reachable via two SelCtor atoms with equal operand/field	n/a
R381	axeyum-solver	crates/axeyum-solver/tests/qf_dt_selector_differential_fuzz.rs	408	qf_dt_selector_differential_fuzz_disagree_zero/b	lcg	INSTANCES=1500	INSTANCES=1500; D = a(fa: Bool) | b(fb: Bool) | c; vars 1..=3; atoms 2..=5 from 5 kinds (test/eq/selvar/selctor/eqctor); OPERANDS = c, a(true), a(false), b(true), b(false); FIELDED = [a,b]	axeyum solve verdict == z3 verdict on selector reads	RECURSIVE datatype (selector chain to the depth cap) and mutual recursion	(= x (cons true x)) ; (tail (tail nil))	no	D is fixed with Bool fields only (CTOR_NAMES/FIELD_NAMES lines 46-47); no datatype-sorted field, so selector chains are depth 1 and no occurs-check is reachable	read		structural-open
R382	axeyum-solver	crates/axeyum-solver/tests/qf_lia_differential_fuzz.rs	872	qf_lia_matches_z3	lcg	INSTANCES=960 (Instance::generate(seed), corner = CORNERS[seed % 12] so 80 seeds per corner)	vars 2..=4; mandatory corner per seed%12 (DivByConstZero, ModByConstZero, DivZeroCongruence, DivByVar, ModByVar, GcdInfeasible, GcdFeasible, ZeroCoefficient, ExtremeConstant, StrictTightening, Disequality, AbsWrap) with polys of 1..=2 terms coeff -4..=4, const -3..=3, rhs -3..=3; filler 1..=3 atoms nterms 1..=vars coeff -4..=4 const -4..=4 rhs -6..=6 rel in {<,<=,>,>=,=} neg flip; skeleton And/Or/Implies/Xor/Ite. MEASURED per-corner fixed draws: every flip()/below(4) at a fixed offset inside a corner arm is constant over its 80 seeds because seed%12 fixes seed%4 and therefore the mixed state's low two bits	no Sat/Unsat disagreement with z3 (no model replay); agree >= 320; some decided instance is not routed to dl-online	LIA non-integral relaxation optimum (2x=1)	2*x = 1 (filler) or 2a*x + 2b*y = odd (GcdInfeasible)	yes	filler and the GcdInfeasible corner	ran hits=72/960 single-variable (2x=1 shape) + 94/960 two-variable seed=0..960		n/a
R383	axeyum-solver	crates/axeyum-solver/tests/qf_lia_differential_fuzz.rs	872	qf_lia_matches_z3	lcg	INSTANCES=960 (Instance::generate(seed), corner = CORNERS[seed % 12] so 80 seeds per corner)	vars 2..=4; mandatory corner per seed%12 (DivByConstZero, ModByConstZero, DivZeroCongruence, DivByVar, ModByVar, GcdInfeasible, GcdFeasible, ZeroCoefficient, ExtremeConstant, StrictTightening, Disequality, AbsWrap) with polys of 1..=2 terms coeff -4..=4, const -3..=3, rhs -3..=3; filler 1..=3 atoms nterms 1..=vars coeff -4..=4 const -4..=4 rhs -6..=6 rel in {<,<=,>,>=,=} neg flip; skeleton And/Or/Implies/Xor/Ite. MEASURED per-corner fixed draws: every flip()/below(4) at a fixed offset inside a corner arm is constant over its 80 seeds because seed%12 fixes seed%4 and therefore the mixed state's low two bits	no Sat/Unsat disagreement with z3 (no model replay); agree >= 320; some decided instance is not routed to dl-online	LIA GCD-infeasible two-variable equation (3x+6y=2 class)	4*x + 6*y = 1	yes	GcdInfeasible corner: `(2 * rng.in_range(1, 3), x), (2 * rng.in_range(1, 3), y)` = odd (lines 361-371)	read	ran 94/960 instances carry one	n/a
R384	axeyum-solver	crates/axeyum-solver/tests/qf_lia_differential_fuzz.rs	872	qf_lia_matches_z3	lcg	INSTANCES=960 (Instance::generate(seed), corner = CORNERS[seed % 12] so 80 seeds per corner)	vars 2..=4; mandatory corner per seed%12 (DivByConstZero, ModByConstZero, DivZeroCongruence, DivByVar, ModByVar, GcdInfeasible, GcdFeasible, ZeroCoefficient, ExtremeConstant, StrictTightening, Disequality, AbsWrap) with polys of 1..=2 terms coeff -4..=4, const -3..=3, rhs -3..=3; filler 1..=3 atoms nterms 1..=vars coeff -4..=4 const -4..=4 rhs -6..=6 rel in {<,<=,>,>=,=} neg flip; skeleton And/Or/Implies/Xor/Ite. MEASURED per-corner fixed draws: every flip()/below(4) at a fixed offset inside a corner arm is constant over its 80 seeds because seed%12 fixes seed%4 and therefore the mixed state's low two bits	no Sat/Unsat disagreement with z3 (no model replay); agree >= 320; some decided instance is not routed to dl-online	LIA equation needing branch depth above the variable count	2*x + -2*y = 1 (unbounded, no cut => no finite depth)	yes	same shape as the GCD row	derived		n/a
R385	axeyum-solver	crates/axeyum-solver/tests/qf_lia_differential_fuzz.rs	872	qf_lia_matches_z3	lcg	INSTANCES=960 (Instance::generate(seed), corner = CORNERS[seed % 12] so 80 seeds per corner)	vars 2..=4; mandatory corner per seed%12 (DivByConstZero, ModByConstZero, DivZeroCongruence, DivByVar, ModByVar, GcdInfeasible, GcdFeasible, ZeroCoefficient, ExtremeConstant, StrictTightening, Disequality, AbsWrap) with polys of 1..=2 terms coeff -4..=4, const -3..=3, rhs -3..=3; filler 1..=3 atoms nterms 1..=vars coeff -4..=4 const -4..=4 rhs -6..=6 rel in {<,<=,>,>=,=} neg flip; skeleton And/Or/Implies/Xor/Ite. MEASURED per-corner fixed draws: every flip()/below(4) at a fixed offset inside a corner arm is constant over its 80 seeds because seed%12 fixes seed%4 and therefore the mixed state's low two bits	no Sat/Unsat disagreement with z3 (no model replay); agree >= 320; some decided instance is not routed to dl-online	coefficient 0	0*x + 0*y + 2 < 1	yes	ZeroCoefficient corner (line 403) and filler	read	ran 493/960	n/a
