fact_id	route	curation	language	subject	n_evidence	n_checkers	checker_fanout_min	checker_fanout_max	kernel_theorem	per_theorem_footprint	env_footprint	circularity	semantic_falsification	mutation_control	independent_replay	coverage_bearing_checker	protection_count	exact_statement	subject_guessed	coverage_by_guess_only	checkers_multi	checkers_name_producer
F:ml430-nat-modeq-add-left-e83f0700	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-add-right-8e2ca0cc	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-add-right-cancel-e871facf	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-add-right-cancel-f0ab48e4	kernel-lean	-	lean4-surface	Nat.mod_eq_add_right_cancel	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-modeq-cancel-left-div-gcd-57ef8287	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-modeq-cancel-left-div-gcd-cfca1225	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-modeq-cancel-left-of-coprime-f89af373	kernel-lean	-	lean4-surface	Nat.mod_eq_cancel_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-modeq-cancel-right-div-gcd-22a4f40d	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-modeq-comm-24b71e7a	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-dvd-iff-8f130450	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-gcd-eq-5167ff4f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-modeq-of-dvd-d75cc374	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-of-mul-left-88d20bca	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-of-mul-right-43078e1c	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-one-516d46e8	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-refl-d870c8f5	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-symm-0a3d4d18	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-trans-ef9d1c46	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modulus-modeq-zero-fd9af096	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-mul-lt-mul-left-af33301e	kernel-lean	-	lean4-surface	-	3	3	1	16	no	no	yes	no	no	no	no	no	1	yes	Nat.mul_lt_mul_left	yes	yes	no
F:ml430-nat-mul-lt-mul-right-de5b6046	kernel-lean	-	lean4-surface	-	3	3	1	16	no	no	yes	no	no	no	no	no	1	yes	Nat.mul_lt_mul_right	yes	yes	no
F:ml430-nat-not-coprime-zero-zero-6c4e8dd8	kernel-lean	-	lean4-surface	Nat.not_coprime_zero_zero	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-not-prime-of-dvd-of-ne-4ff592c0	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-odd-fermatnumber-251041a5	kernel-lean	-	lean4-surface	Nat.odd_fermatNumber	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-odd-of-mul-left-2c6c2553	kernel-lean	-	lean4-surface	Nat.odd_of_mul_left	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-odd-of-mul-right-fe6d20ff	kernel-lean	-	lean4-surface	Nat.odd_of_mul_right	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-odd-totient-iff-b6a6596f	kernel-lean	-	lean4-surface	Nat.odd_totient_iff	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-odd-totient-iff-eq-one-d0491d84	kernel-lean	-	lean4-surface	Nat.odd_totient_iff_eq_one	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-one-ascfactorial-8bacb017	kernel-lean	-	lean4-surface	-	1	1	3	3	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-pow-of-pow-add-prime-ab61d0d3	kernel-lean	-	lean4-surface	Nat.pow_of_pow_add_prime	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-prime-coprime-iff-not-dvd-a85d46a4	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-coprime-pow-of-not-dvd-2752b17f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-dvd-iff-eq-b7446896	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-dvd-iff-not-coprime-77854741	kernel-lean	-	lean4-surface	Nat.prime_dvd_iff_not_coprime	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-prime-dvd-mul-59446847	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-dvd-mul-of-dvd-ne-6c253439	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-dvd-of-dvd-pow-e76f834a	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-dvd-or-dvd-4ae88221	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-eq-one-of-pow-846d2949	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-eq-one-or-self-of-dvd-48de0abb	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-eq-two-or-odd-25691fc9	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-eq-two-or-odd-44a91651	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-even-iff-d068ec82	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-five-le-of-ne-two-of-ne-three-c069e786	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.five_le_of_ne_two_of_ne_three	yes	no	no
F:ml430-nat-prime-mod-two-eq-one-iff-ne-two-25c35e73	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-mul-eq-prime-sq-iff-d3fd2e31	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-ne-one-5b7f8845	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-ne-zero-b4e8b4d5	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-not-coprime-iff-dvd-c83110ca	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-not-dvd-mul-cb3a915e	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-not-dvd-one-be7e780f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-not-prime-pow-5f14afc6	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-not-prime-pow-d6480abf	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-odd-of-ne-two-91e1195f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-one-le-03eb3095	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-one-lt-bc90cfc7	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-pos-85eeeeea	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-prime-pred-pos-4e67ac4c	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-self-le-factorial-cfdffc69	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-succ-pred-prime-4feb123f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-totient-coprime-totient-iff-3932cf83	kernel-lean	-	lean4-surface	Nat.totient_coprime_totient_iff	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-totient-dvd-of-dvd-9622e44a	kernel-lean	-	lean4-surface	Nat.totient_dvd_of_dvd	4	4	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:ml430-nat-totient-eq-one-iff-68d883a0	kernel-lean	-	lean4-surface	Nat.totient_eq_one_iff	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-totient-eq-zero-3be161d6	kernel-lean	-	lean4-surface	Nat.totient_eq_zero	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-totient-even-28e0415f	kernel-lean	-	lean4-surface	Nat.totient_even	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-totient-gcd-mul-totient-mul-2e1d13c7	kernel-lean	-	lean4-surface	Nat.totient_gcd_mul_totient_mul	4	4	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:ml430-nat-zero-ascfactorial-af4fcdca	kernel-lean	-	lean4-surface	-	1	1	3	3	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:modus-ponens-valid	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	yes
F:modus-tollens-valid	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	yes
F:nand-functional-completeness	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	yes
F:nat-add-assoc	kernel-lean	-	lean4	-	2	2	2	281	no	no	yes	no	no	no	no	no	1	yes	-	no	no	no
F:nat-add-comm	kernel-lean	-	lean4	Nat.add_comm	2	2	2	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:nat-add-le-add-left	kernel-lean	generated-unreviewed	lean4	Nat.add_le_add_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-le-add-right	kernel-lean	generated-unreviewed	lean4	Nat.add_le_add_right	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-left-cancel	kernel-lean	generated-unreviewed	lean4	Nat.add_left_cancel	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-lt-add-left	kernel-lean	generated-unreviewed	lean4	Nat.add_lt_add_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-pow-modeq-prime	kernel-lean	generated-unreviewed	lean4	Nat.add_pow_modeq_prime	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-pow-one	kernel-lean	generated-unreviewed	lean4	Nat.add_pow_one	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-pow-zero	kernel-lean	generated-unreviewed	lean4	Nat.add_pow_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-pow	kernel-lean	generated-unreviewed	lean4	Nat.add_pow	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-right-cancel	kernel-lean	-	lean4	Nat.add_right_cancel	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.add_right_cancel	no	no	no
F:nat-add-right-comm	kernel-lean	generated-unreviewed	lean4	Nat.add_right_comm	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-sub-cancel-left	kernel-lean	-	lean4	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	no	no
F:nat-add-sub-cancel-of-le	kernel-lean	generated-unreviewed	lean4	Nat.add_sub_cancel_of_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-succ	kernel-lean	generated-unreviewed	lean4	Nat.add_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-add-zero	kernel-lean	-	lean4	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	no	no
F:nat-asc-factorial-one	kernel-lean	-	lean4	Nat.ascFactorial_one	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-asc-factorial-succ	kernel-lean	-	lean4	Nat.ascFactorial_succ	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-asc-factorial-zero	kernel-lean	-	lean4	Nat.ascFactorial_zero	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-beq-eq-false-of-ne	kernel-lean	generated-unreviewed	lean4	Nat.beq_eq_false_of_ne	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-beq-eq-true-iff	kernel-lean	generated-unreviewed	lean4	Nat.beq_eq_true_iff	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-beq-eq-true-of-eq	kernel-lean	generated-unreviewed	lean4	Nat.beq_eq_true_of_eq	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-beq-refl	kernel-lean	generated-unreviewed	lean4	Nat.beq_refl	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-bezout-of-scaled	kernel-lean	generated-unreviewed	lean4	Nat.bezout_of_scaled	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-bijective-of-injective-on	kernel-lean	generated-unreviewed	lean4	Nat.bijective_of_injective_on	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-bijective-on-comp	kernel-lean	generated-unreviewed	lean4	Nat.bijective_on_comp	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-bijective-on-perm-inverse	kernel-lean	generated-unreviewed	lean4	Nat.bijective_on_perm_inverse	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-binary-rec-fuel-irrelevance	kernel-lean	-	lean4	Nat.binaryRecAux_agree_of_fuel	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:nat-binary-rec-succ	kernel-lean	-	lean4	Nat.binaryRec_succ	3	3	1	318	yes	no	yes	no	no	yes	no	yes	4	yes	-	no	no	no
F:nat-bit-false-le-bit-true	kernel-lean	-	lean4	Nat.bit_false_le_bit_true	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bit-false	kernel-lean	-	lean4	Nat.bit_false	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bit-true-pos	kernel-lean	-	lean4	Nat.bit_true_pos	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bit-true	kernel-lean	-	lean4	Nat.bit_true	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-and-eq-land-three-five	kernel-lean	-	lean4	Nat.bitwise_and_eq_land_three_five	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-and-eq-land	kernel-lean	-	lean4	Nat.bitwise_and_eq_land	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-bit	kernel-lean	-	lean4	Nat.bitwise_bit'	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-comm	kernel-lean	-	lean4	Nat.bitwise_comm	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-or-eq-lor-three-five	kernel-lean	-	lean4	Nat.bitwise_or_eq_lor_three_five	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-or-eq-lor	kernel-lean	-	lean4	Nat.bitwise_or_eq_lor	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-swap	kernel-lean	-	lean4	Nat.bitwise_swap	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-xor-three-five	kernel-lean	-	lean4	Nat.bitwise_xor_three_five	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-zero-left	kernel-lean	-	lean4	Nat.bitwise_zero_left	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-bitwise-zero-right	kernel-lean	-	lean4	Nat.bitwise_zero_right	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-ble-eq-false-of-lt	kernel-lean	-	lean4	Nat.ble_eq_false_of_lt	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-ble-eq-true-of-le	kernel-lean	generated-unreviewed	lean4	Nat.ble_eq_true_of_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-ble-self-eq-true	kernel-lean	generated-unreviewed	lean4	Nat.ble_self_eq_true	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-ble-succ-eq-true	kernel-lean	generated-unreviewed	lean4	Nat.ble_succ_eq_true	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-cantor-diagonal-neg	kernel-lean	generated-unreviewed	lean4	Nat.cantor_diagonal_neg	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-cantor-diagonal	kernel-lean	generated-unreviewed	lean4	Nat.cantor_diagonal	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-cantor-no-fixed-point	kernel-lean	generated-unreviewed	lean4	Nat.cantor_no_fixed_point	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-catalan-mul-succ	kernel-lean	generated-unreviewed	lean4	Nat.catalan_mul_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-choose-add-convolution	kernel-lean	generated-unreviewed	lean4	Nat.choose_add_convolution	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-choose-le-two-pow	kernel-lean	-	lean4	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:nat-choose-self	kernel-lean	-	lean4	Nat.choose_self	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.choose_self	no	no	no
F:nat-choose-succ-self-eq-zero	kernel-lean	-	lean4	Nat.choose_succ_self_eq_zero	2	2	1	1	yes	yes	no	no	no	no	no	yes	3	yes	Nat.choose_succ_self_eq_zero	no	no	no
F:nat-choose-succ-succ	kernel-lean	-	lean4	Nat.choose_succ_succ	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.choose_succ_succ	no	no	no
F:nat-choose-symm	kernel-lean	-	lean4	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:nat-choose-zero-right	kernel-lean	-	lean4	Nat.choose_zero_right	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-clog-one-left	kernel-lean	-	lean4	Nat.clog_one_left	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-clog-one-right	kernel-lean	-	lean4	Nat.clog_one_right	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-clog-zero-left	kernel-lean	-	lean4	Nat.clog_zero_left	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-clog-zero-right	kernel-lean	-	lean4	Nat.clog_zero_right	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-comp-assoc	kernel-lean	generated-unreviewed	lean4	Nat.comp_assoc	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-conjugate-injective	kernel-lean	generated-unreviewed	lean4	Nat.conjugate_injective	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-conjugate-maps-into	kernel-lean	generated-unreviewed	lean4	Nat.conjugate_maps_into	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-coprime-fib-succ	kernel-lean	generated-unreviewed	lean4	Nat.coprime_fib_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-coprime-lcm-eq-mul	kernel-lean	generated-unreviewed	lean4	Nat.coprime_lcm_eq_mul	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-coprime-mul-dvd	kernel-lean	generated-unreviewed	lean4	Nat.coprime_mul_dvd	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-coprime-of-bezout-one	kernel-lean	-	lean4	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:nat-coprime-of-lt-minfac	kernel-lean	-	lean4	Nat.coprime_of_lt_min_fac	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-coprime-of-lt-prime	kernel-lean	generated-unreviewed	lean4	Nat.coprime_of_lt_prime	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-compl	kernel-lean	generated-unreviewed	lean4	Nat.countRange_compl	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-congr	kernel-lean	generated-unreviewed	lean4	Nat.countRange_congr	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-eq-pred-of-only-zero-false	kernel-lean	generated-unreviewed	lean4	Nat.countRange_eq_pred_of_only_zero_false	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-le-of-subset	kernel-lean	generated-unreviewed	lean4	Nat.countRange_le_of_subset	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-le	kernel-lean	generated-unreviewed	lean4	Nat.countRange_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-split	kernel-lean	generated-unreviewed	lean4	Nat.countRange_split	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-succ	kernel-lean	generated-unreviewed	lean4	Nat.countRange_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-union-add-inter	kernel-lean	generated-unreviewed	lean4	Nat.countRange_union_add_inter	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-countrange-zero	kernel-lean	generated-unreviewed	lean4	Nat.countRange_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-crt-self-map-injective-on	kernel-lean	-	lean4	Nat.crtSelfMap_injectiveOn	3	3	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	no	no
F:nat-crt-unique	kernel-lean	generated-unreviewed	lean4	Nat.crt_unique	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-desc-factorial-of-lt	kernel-lean	-	lean4	Nat.descFactorial_of_lt	3	3	2	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-desc-factorial-one	kernel-lean	-	lean4	Nat.descFactorial_one	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-desc-factorial-succ	kernel-lean	-	lean4	Nat.descFactorial_succ	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-desc-factorial-zero	kernel-lean	-	lean4	Nat.descFactorial_zero	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-div-mod-add-multiple	kernel-lean	generated-unreviewed	lean4	Nat.div_mod_add_multiple	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-div-mod-bounds	kernel-lean	generated-unreviewed	lean4	Nat.div_mod_bounds	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-div-mod-exact-exists	kernel-lean	generated-unreviewed	lean4	Nat.div_mod_exact_exists	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
